SPF;Update Function;Initialization;Threshold;Avg Lower Quota;Avg Gini;Avg Footrule;Avg KT;Std KT;Egalitarian KT;Total Number of Satisfaction Special Voter;Avg SQ KT
borda;kt-reset;special-voter-25-percent;7;('borda', 'kt-reset', 'special-voter-25-percent', 7, 0.9990888888888887);('borda', 'kt-reset', 'special-voter-25-percent', 7, 0.01577457878005601);('borda', 'kt-reset', 'special-voter-25-percent', 7, 6.070844444444443);('borda', 'kt-reset', 'special-voter-25-percent', 7, 3.5418444444444446);('borda', 'kt-reset', 'special-voter-25-percent', 7, np.float64(0.36350661787206306));('borda', 'kt-reset', 'special-voter-25-percent', 7, np.float64(4.555555555555555));('borda', 'kt-reset', 'special-voter-25-percent', 7, 30.0);('borda', 'kt-reset', 'special-voter-25-percent', 7, 15.972466666666664)
borda;unit-cost-reset;equal;0;('borda', 'unit-cost-reset', 'equal', 0, 0.4454222222222222);('borda', 'unit-cost-reset', 'equal', 0, 0.6401720091833664);('borda', 'unit-cost-reset', 'equal', 0, 6.0404);('borda', 'unit-cost-reset', 'equal', 0, 3.518555555555556);('borda', 'unit-cost-reset', 'equal', 0, np.float64(0.36190715441563187));('borda', 'unit-cost-reset', 'equal', 0, np.float64(4.54111111111111));('borda', 'unit-cost-reset', 'equal', 0, 1.0);('borda', 'unit-cost-reset', 'equal', 0, 15.7274)
borda;unit-cost-reset;equal;3;('borda', 'unit-cost-reset', 'equal', 3, 0.9346000000000001);('borda', 'unit-cost-reset', 'equal', 3, 0.10689911332446428);('borda', 'unit-cost-reset', 'equal', 3, 6.061199999999999);('borda', 'unit-cost-reset', 'equal', 3, 3.5298888888888893);('borda', 'unit-cost-reset', 'equal', 3, np.float64(0.3558337522222658));('borda', 'unit-cost-reset', 'equal', 3, np.float64(4.504444444444444));('borda', 'unit-cost-reset', 'equal', 3, 17.0);('borda', 'unit-cost-reset', 'equal', 3, 15.900733333333331)
borda;unit-cost-reset;equal;7;('borda', 'unit-cost-reset', 'equal', 7, 0.9999333333333332);('borda', 'unit-cost-reset', 'equal', 7, 0.014038941871031508);('borda', 'unit-cost-reset', 'equal', 7, 6.033022222222221);('borda', 'unit-cost-reset', 'equal', 7, 3.5080666666666662);('borda', 'unit-cost-reset', 'equal', 7, np.float64(0.36471513833689095));('borda', 'unit-cost-reset', 'equal', 7, np.float64(4.561111111111111));('borda', 'unit-cost-reset', 'equal', 7, 30.0);('borda', 'unit-cost-reset', 'equal', 7, 15.572999999999999)
borda;unit-cost-reset;special-voter-25-percent;0;('borda', 'unit-cost-reset', 'special-voter-25-percent', 0, 0.45422222222222214);('borda', 'unit-cost-reset', 'special-voter-25-percent', 0, 0.6374926549538993);('borda', 'unit-cost-reset', 'special-voter-25-percent', 0, 6.049066666666669);('borda', 'unit-cost-reset', 'special-voter-25-percent', 0, 3.5291333333333337);('borda', 'unit-cost-reset', 'special-voter-25-percent', 0, np.float64(0.36632598479228196));('borda', 'unit-cost-reset', 'special-voter-25-percent', 0, np.float64(4.585555555555555));('borda', 'unit-cost-reset', 'special-voter-25-percent', 0, 2.0);('borda', 'unit-cost-reset', 'special-voter-25-percent', 0, 15.868199999999998)
borda;unit-cost-reset;special-voter-25-percent;3;('borda', 'unit-cost-reset', 'special-voter-25-percent', 3, 0.9558444444444445);('borda', 'unit-cost-reset', 'special-voter-25-percent', 3, 0.10625282085144419);('borda', 'unit-cost-reset', 'special-voter-25-percent', 3, 6.069555555555556);('borda', 'unit-cost-reset', 'special-voter-25-percent', 3, 3.5362000000000005);('borda', 'unit-cost-reset', 'special-voter-25-percent', 3, np.float64(0.35622844027689915));('borda', 'unit-cost-reset', 'special-voter-25-percent', 3, np.float64(4.51));('borda', 'unit-cost-reset', 'special-voter-25-percent', 3, 17.0);('borda', 'unit-cost-reset', 'special-voter-25-percent', 3, 15.976511111111108)
borda;unit-cost-reset;special-voter-25-percent;7;('borda', 'unit-cost-reset', 'special-voter-25-percent', 7, 0.9990444444444442);('borda', 'unit-cost-reset', 'special-voter-25-percent', 7, 0.014351487423074932);('borda', 'unit-cost-reset', 'special-voter-25-percent', 7, 6.043288888888891);('borda', 'unit-cost-reset', 'special-voter-25-percent', 7, 3.515355555555556);('borda', 'unit-cost-reset', 'special-voter-25-percent', 7, np.float64(0.36626346846131397));('borda', 'unit-cost-reset', 'special-voter-25-percent', 7, np.float64(4.582222222222223));('borda', 'unit-cost-reset', 'special-voter-25-percent', 7, 30.0);('borda', 'unit-cost-reset', 'special-voter-25-percent', 7, 15.644155555555557)
borda;perpetual-kt;equal;0;('borda', 'perpetual-kt', 'equal', 0, 0.5365777777777778);('borda', 'perpetual-kt', 'equal', 0, 0.632006308779367);('borda', 'perpetual-kt', 'equal', 0, 6.0476);('borda', 'perpetual-kt', 'equal', 0, 3.520555555555555);('borda', 'perpetual-kt', 'equal', 0, np.float64(0.37171531694729026));('borda', 'perpetual-kt', 'equal', 0, np.float64(4.612222222222223));('borda', 'perpetual-kt', 'equal', 0, 1.0);('borda', 'perpetual-kt', 'equal', 0, 15.882822222222224)
borda;perpetual-kt;equal;3;('borda', 'perpetual-kt', 'equal', 3, 0.8878888888888891);('borda', 'perpetual-kt', 'equal', 3, 0.1400353482146623);('borda', 'perpetual-kt', 'equal', 3, 6.69088888888889);('borda', 'perpetual-kt', 'equal', 3, 4.110466666666668);('borda', 'perpetual-kt', 'equal', 3, np.float64(0.5612137586895122));('borda', 'perpetual-kt', 'equal', 3, np.float64(5.2122222222222225));('borda', 'perpetual-kt', 'equal', 3, 27.0);('borda', 'perpetual-kt', 'equal', 3, 23.06033333333333)
borda;perpetual-kt;equal;7;('borda', 'perpetual-kt', 'equal', 7, 0.8852666666666669);('borda', 'perpetual-kt', 'equal', 7, 0.0459113786830578);('borda', 'perpetual-kt', 'equal', 7, 6.758355555555554);('borda', 'perpetual-kt', 'equal', 7, 4.205000000000001);('borda', 'perpetual-kt', 'equal', 7, np.float64(0.697630329977168));('borda', 'perpetual-kt', 'equal', 7, np.float64(5.376666666666666));('borda', 'perpetual-kt', 'equal', 7, 30.0);('borda', 'perpetual-kt', 'equal', 7, 24.730066666666655)
borda;perpetual-kt;special-voter-25-percent;0;('borda', 'perpetual-kt', 'special-voter-25-percent', 0, 0.5525333333333332);('borda', 'perpetual-kt', 'special-voter-25-percent', 0, 0.6070094520119834);('borda', 'perpetual-kt', 'special-voter-25-percent', 0, 6.085111111111113);('borda', 'perpetual-kt', 'special-voter-25-percent', 0, 3.5557555555555562);('borda', 'perpetual-kt', 'special-voter-25-percent', 0, np.float64(0.38760280240110906));('borda', 'perpetual-kt', 'special-voter-25-percent', 0, np.float64(4.674444444444445));('borda', 'perpetual-kt', 'special-voter-25-percent', 0, 2.0);('borda', 'perpetual-kt', 'special-voter-25-percent', 0, 16.391177777777774)
borda;perpetual-kt;special-voter-25-percent;3;('borda', 'perpetual-kt', 'special-voter-25-percent', 3, 0.9163111111111111);('borda', 'perpetual-kt', 'special-voter-25-percent', 3, 0.14175594161481955);('borda', 'perpetual-kt', 'special-voter-25-percent', 3, 6.681822222222221);('borda', 'perpetual-kt', 'special-voter-25-percent', 3, 4.0998);('borda', 'perpetual-kt', 'special-voter-25-percent', 3, np.float64(0.5691724538164004));('borda', 'perpetual-kt', 'special-voter-25-percent', 3, np.float64(5.154444444444445));('borda', 'perpetual-kt', 'special-voter-25-percent', 3, 26.0);('borda', 'perpetual-kt', 'special-voter-25-percent', 3, 22.99228888888889)
borda;perpetual-kt;special-voter-25-percent;7;('borda', 'perpetual-kt', 'special-voter-25-percent', 7, 0.8658444444444446);('borda', 'perpetual-kt', 'special-voter-25-percent', 7, 0.04608532211283432);('borda', 'perpetual-kt', 'special-voter-25-percent', 7, 6.754533333333333);('borda', 'perpetual-kt', 'special-voter-25-percent', 7, 4.204155555555557);('borda', 'perpetual-kt', 'special-voter-25-percent', 7, np.float64(0.7039157936130745));('borda', 'perpetual-kt', 'special-voter-25-percent', 7, np.float64(5.357777777777778));('borda', 'perpetual-kt', 'special-voter-25-percent', 7, 30.0);('borda', 'perpetual-kt', 'special-voter-25-percent', 7, 24.723355555555553)
borda;myopic-kt-special-voter;equal;0;('borda', 'myopic-kt-special-voter', 'equal', 0, 0.49953333333333333);('borda', 'myopic-kt-special-voter', 'equal', 0, 0.6279683994570536);('borda', 'myopic-kt-special-voter', 'equal', 0, 6.0532);('borda', 'myopic-kt-special-voter', 'equal', 0, 3.5236666666666667);('borda', 'myopic-kt-special-voter', 'equal', 0, np.float64(0.36154261321349057));('borda', 'myopic-kt-special-voter', 'equal', 0, np.float64(4.525555555555555));('borda', 'myopic-kt-special-voter', 'equal', 0, 1.0);('borda', 'myopic-kt-special-voter', 'equal', 0, 15.79748888888889)
borda;myopic-kt-special-voter;equal;3;('borda', 'myopic-kt-special-voter', 'equal', 3, 0.9063333333333333);('borda', 'myopic-kt-special-voter', 'equal', 3, 0.11175855180885663);('borda', 'myopic-kt-special-voter', 'equal', 3, 6.0532);('borda', 'myopic-kt-special-voter', 'equal', 3, 3.5236666666666667);('borda', 'myopic-kt-special-voter', 'equal', 3, np.float64(0.36154261321349057));('borda', 'myopic-kt-special-voter', 'equal', 3, np.float64(4.525555555555555));('borda', 'myopic-kt-special-voter', 'equal', 3, 18.0);('borda', 'myopic-kt-special-voter', 'equal', 3, 15.79748888888889)
borda;myopic-kt-special-voter;equal;7;('borda', 'myopic-kt-special-voter', 'equal', 7, 0.9987777777777779);('borda', 'myopic-kt-special-voter', 'equal', 7, 0.014901219856948892);('borda', 'myopic-kt-special-voter', 'equal', 7, 6.0532);('borda', 'myopic-kt-special-voter', 'equal', 7, 3.5236666666666667);('borda', 'myopic-kt-special-voter', 'equal', 7, np.float64(0.36154261321349057));('borda', 'myopic-kt-special-voter', 'equal', 7, np.float64(4.525555555555555));('borda', 'myopic-kt-special-voter', 'equal', 7, 30.0);('borda', 'myopic-kt-special-voter', 'equal', 7, 15.79748888888889)
borda;myopic-kt-special-voter;special-voter-25-percent;0;('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 0.5192666666666665);('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 0.6329344891100488);('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 6.063955555555556);('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 3.5309111111111107);('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, np.float64(0.362914135525689));('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, np.float64(4.536666666666666));('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 2.0);('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 15.8722)
borda;myopic-kt-special-voter;special-voter-25-percent;3;('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 0.9311111111111111);('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 0.11275748723774566);('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 6.063955555555556);('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 3.5309111111111107);('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, np.float64(0.362914135525689));('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, np.float64(4.536666666666666));('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 18.0);('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 15.8722)
borda;myopic-kt-special-voter;special-voter-25-percent;7;('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 0.9969999999999999);('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 0.01526539778196626);('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 6.063955555555556);('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 3.5309111111111107);('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, np.float64(0.362914135525689));('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, np.float64(4.536666666666666));('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 30.0);('borda', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 15.8722)
borda;kt-special-voter;equal;0;('borda', 'kt-special-voter', 'equal', 0, 0.8558);('borda', 'kt-special-voter', 'equal', 0, 0.5700276642774065);('borda', 'kt-special-voter', 'equal', 0, 6.582666666666667);('borda', 'kt-special-voter', 'equal', 0, 4.044955555555556);('borda', 'kt-special-voter', 'equal', 0, np.float64(0.6792618036802359));('borda', 'kt-special-voter', 'equal', 0, np.float64(5.220000000000001));('borda', 'kt-special-voter', 'equal', 0, 20.0);('borda', 'kt-special-voter', 'equal', 0, 22.990777777777776)
borda;kt-special-voter;equal;3;('borda', 'kt-special-voter', 'equal', 3, 0.8615555555555559);('borda', 'kt-special-voter', 'equal', 3, 0.14020689098531594);('borda', 'kt-special-voter', 'equal', 3, 6.582666666666667);('borda', 'kt-special-voter', 'equal', 3, 4.044955555555556);('borda', 'kt-special-voter', 'equal', 3, np.float64(0.6792618036802359));('borda', 'kt-special-voter', 'equal', 3, np.float64(5.220000000000001));('borda', 'kt-special-voter', 'equal', 3, 30.0);('borda', 'kt-special-voter', 'equal', 3, 22.990777777777776)
borda;kt-special-voter;equal;7;('borda', 'kt-special-voter', 'equal', 7, 0.8540222222222223);('borda', 'kt-special-voter', 'equal', 7, 0.041078402705031596);('borda', 'kt-special-voter', 'equal', 7, 6.582666666666667);('borda', 'kt-special-voter', 'equal', 7, 4.044955555555556);('borda', 'kt-special-voter', 'equal', 7, np.float64(0.6792618036802359));('borda', 'kt-special-voter', 'equal', 7, np.float64(5.220000000000001));('borda', 'kt-special-voter', 'equal', 7, 30.0);('borda', 'kt-special-voter', 'equal', 7, 22.990777777777776)
borda;kt-special-voter;special-voter-25-percent;0;('borda', 'kt-special-voter', 'special-voter-25-percent', 0, 0.8558);('borda', 'kt-special-voter', 'special-voter-25-percent', 0, 0.5711807271556419);('borda', 'kt-special-voter', 'special-voter-25-percent', 0, 6.592755555555556);('borda', 'kt-special-voter', 'special-voter-25-percent', 0, 4.0542444444444445);('borda', 'kt-special-voter', 'special-voter-25-percent', 0, np.float64(0.6885314061247431));('borda', 'kt-special-voter', 'special-voter-25-percent', 0, np.float64(5.225555555555556));('borda', 'kt-special-voter', 'special-voter-25-percent', 0, 21.0);('borda', 'kt-special-voter', 'special-voter-25-percent', 0, 23.10193333333333)
borda;kt-special-voter;special-voter-25-percent;3;('borda', 'kt-special-voter', 'special-voter-25-percent', 3, 0.8690222222222223);('borda', 'kt-special-voter', 'special-voter-25-percent', 3, 0.14067162902853553);('borda', 'kt-special-voter', 'special-voter-25-percent', 3, 6.592755555555556);('borda', 'kt-special-voter', 'special-voter-25-percent', 3, 4.0542444444444445);('borda', 'kt-special-voter', 'special-voter-25-percent', 3, np.float64(0.6885314061247431));('borda', 'kt-special-voter', 'special-voter-25-percent', 3, np.float64(5.225555555555556));('borda', 'kt-special-voter', 'special-voter-25-percent', 3, 30.0);('borda', 'kt-special-voter', 'special-voter-25-percent', 3, 23.10193333333333)
borda;kt-special-voter;special-voter-25-percent;7;('borda', 'kt-special-voter', 'special-voter-25-percent', 7, 0.836288888888889);('borda', 'kt-special-voter', 'special-voter-25-percent', 7, 0.041233658604519406);('borda', 'kt-special-voter', 'special-voter-25-percent', 7, 6.592755555555556);('borda', 'kt-special-voter', 'special-voter-25-percent', 7, 4.0542444444444445);('borda', 'kt-special-voter', 'special-voter-25-percent', 7, np.float64(0.6885314061247431));('borda', 'kt-special-voter', 'special-voter-25-percent', 7, np.float64(5.225555555555556));('borda', 'kt-special-voter', 'special-voter-25-percent', 7, 30.0);('borda', 'kt-special-voter', 'special-voter-25-percent', 7, 23.10193333333333)
kemeny;constant;equal;0;('kemeny', 'constant', 'equal', 0, 0.7738888888888888);('kemeny', 'constant', 'equal', 0, 0.5178913056289067);('kemeny', 'constant', 'equal', 0, 5.966177777777777);('kemeny', 'constant', 'equal', 0, 3.4661555555555545);('kemeny', 'constant', 'equal', 0, np.float64(0.4135569689834184));('kemeny', 'constant', 'equal', 0, np.float64(4.591111111111112));('kemeny', 'constant', 'equal', 0, 4.0);('kemeny', 'constant', 'equal', 0, 16.20468888888889)
kemeny;constant;equal;3;('kemeny', 'constant', 'equal', 3, 0.9562888888888887);('kemeny', 'constant', 'equal', 3, 0.10506675611817694);('kemeny', 'constant', 'equal', 3, 5.966177777777777);('kemeny', 'constant', 'equal', 3, 3.4661555555555545);('kemeny', 'constant', 'equal', 3, np.float64(0.4135569689834184));('kemeny', 'constant', 'equal', 3, np.float64(4.591111111111112));('kemeny', 'constant', 'equal', 3, 20.0);('kemeny', 'constant', 'equal', 3, 16.20468888888889)
kemeny;constant;equal;7;('kemeny', 'constant', 'equal', 7, 0.9962888888888889);('kemeny', 'constant', 'equal', 7, 0.019562968102980992);('kemeny', 'constant', 'equal', 7, 5.966177777777777);('kemeny', 'constant', 'equal', 7, 3.4661555555555545);('kemeny', 'constant', 'equal', 7, np.float64(0.4135569689834184));('kemeny', 'constant', 'equal', 7, np.float64(4.591111111111112));('kemeny', 'constant', 'equal', 7, 30.0);('kemeny', 'constant', 'equal', 7, 16.20468888888889)
kemeny;constant;special-voter-25-percent;0;('kemeny', 'constant', 'special-voter-25-percent', 0, 0.8755111111111112);('kemeny', 'constant', 'special-voter-25-percent', 0, 0.534643567282406);('kemeny', 'constant', 'special-voter-25-percent', 0, 6.387866666666666);('kemeny', 'constant', 'special-voter-25-percent', 0, 3.8528222222222226);('kemeny', 'constant', 'special-voter-25-percent', 0, np.float64(0.6233906735884376));('kemeny', 'constant', 'special-voter-25-percent', 0, np.float64(5.023333333333334));('kemeny', 'constant', 'special-voter-25-percent', 0, 18.0);('kemeny', 'constant', 'special-voter-25-percent', 0, 20.962422222222227)
kemeny;constant;special-voter-25-percent;3;('kemeny', 'constant', 'special-voter-25-percent', 3, 0.9168666666666668);('kemeny', 'constant', 'special-voter-25-percent', 3, 0.13075511670195014);('kemeny', 'constant', 'special-voter-25-percent', 3, 6.387866666666666);('kemeny', 'constant', 'special-voter-25-percent', 3, 3.8528222222222226);('kemeny', 'constant', 'special-voter-25-percent', 3, np.float64(0.6233906735884376));('kemeny', 'constant', 'special-voter-25-percent', 3, np.float64(5.023333333333334));('kemeny', 'constant', 'special-voter-25-percent', 3, 29.0);('kemeny', 'constant', 'special-voter-25-percent', 3, 20.962422222222227)
kemeny;constant;special-voter-25-percent;7;('kemeny', 'constant', 'special-voter-25-percent', 7, 0.9164444444444445);('kemeny', 'constant', 'special-voter-25-percent', 7, 0.03576846032308235);('kemeny', 'constant', 'special-voter-25-percent', 7, 6.387866666666666);('kemeny', 'constant', 'special-voter-25-percent', 7, 3.8528222222222226);('kemeny', 'constant', 'special-voter-25-percent', 7, np.float64(0.6233906735884376));('kemeny', 'constant', 'special-voter-25-percent', 7, np.float64(5.023333333333334));('kemeny', 'constant', 'special-voter-25-percent', 7, 30.0);('kemeny', 'constant', 'special-voter-25-percent', 7, 20.962422222222227)
kemeny;myopic-kt;equal;0;('kemeny', 'myopic-kt', 'equal', 0, 0.7506000000000002);('kemeny', 'myopic-kt', 'equal', 0, 0.488309940627454);('kemeny', 'myopic-kt', 'equal', 0, 6.006622222222223);('kemeny', 'myopic-kt', 'equal', 0, 3.501222222222222);('kemeny', 'myopic-kt', 'equal', 0, np.float64(0.4002753964030046));('kemeny', 'myopic-kt', 'equal', 0, np.float64(4.575555555555556));('kemeny', 'myopic-kt', 'equal', 0, 3.0);('kemeny', 'myopic-kt', 'equal', 0, 16.65077777777778)
kemeny;myopic-kt;equal;3;('kemeny', 'myopic-kt', 'equal', 3, 0.9494888888888888);('kemeny', 'myopic-kt', 'equal', 3, 0.10582324101675487);('kemeny', 'myopic-kt', 'equal', 3, 6.006622222222223);('kemeny', 'myopic-kt', 'equal', 3, 3.501222222222222);('kemeny', 'myopic-kt', 'equal', 3, np.float64(0.4002753964030046));('kemeny', 'myopic-kt', 'equal', 3, np.float64(4.575555555555556));('kemeny', 'myopic-kt', 'equal', 3, 19.0);('kemeny', 'myopic-kt', 'equal', 3, 16.65077777777778)
kemeny;myopic-kt;equal;7;('kemeny', 'myopic-kt', 'equal', 7, 0.9902666666666666);('kemeny', 'myopic-kt', 'equal', 7, 0.02061973146374425);('kemeny', 'myopic-kt', 'equal', 7, 6.006622222222223);('kemeny', 'myopic-kt', 'equal', 7, 3.501222222222222);('kemeny', 'myopic-kt', 'equal', 7, np.float64(0.4002753964030046));('kemeny', 'myopic-kt', 'equal', 7, np.float64(4.575555555555556));('kemeny', 'myopic-kt', 'equal', 7, 29.0);('kemeny', 'myopic-kt', 'equal', 7, 16.65077777777778)
kemeny;myopic-kt;special-voter-25-percent;0;('kemeny', 'myopic-kt', 'special-voter-25-percent', 0, 0.7379333333333332);('kemeny', 'myopic-kt', 'special-voter-25-percent', 0, 0.49322777206369894);('kemeny', 'myopic-kt', 'special-voter-25-percent', 0, 6.026711111111112);('kemeny', 'myopic-kt', 'special-voter-25-percent', 0, 3.5139333333333327);('kemeny', 'myopic-kt', 'special-voter-25-percent', 0, np.float64(0.39941172132170927));('kemeny', 'myopic-kt', 'special-voter-25-percent', 0, np.float64(4.578888888888889));('kemeny', 'myopic-kt', 'special-voter-25-percent', 0, 4.0);('kemeny', 'myopic-kt', 'special-voter-25-percent', 0, 16.781711111111115)
kemeny;myopic-kt;special-voter-25-percent;3;('kemeny', 'myopic-kt', 'special-voter-25-percent', 3, 0.9454666666666663);('kemeny', 'myopic-kt', 'special-voter-25-percent', 3, 0.10570103835890661);('kemeny', 'myopic-kt', 'special-voter-25-percent', 3, 6.026711111111112);('kemeny', 'myopic-kt', 'special-voter-25-percent', 3, 3.5139333333333327);('kemeny', 'myopic-kt', 'special-voter-25-percent', 3, np.float64(0.39941172132170927));('kemeny', 'myopic-kt', 'special-voter-25-percent', 3, np.float64(4.578888888888889));('kemeny', 'myopic-kt', 'special-voter-25-percent', 3, 19.0);('kemeny', 'myopic-kt', 'special-voter-25-percent', 3, 16.781711111111115)
kemeny;myopic-kt;special-voter-25-percent;7;('kemeny', 'myopic-kt', 'special-voter-25-percent', 7, 0.9883555555555555);('kemeny', 'myopic-kt', 'special-voter-25-percent', 7, 0.02111994544233332);('kemeny', 'myopic-kt', 'special-voter-25-percent', 7, 6.026711111111112);('kemeny', 'myopic-kt', 'special-voter-25-percent', 7, 3.5139333333333327);('kemeny', 'myopic-kt', 'special-voter-25-percent', 7, np.float64(0.39941172132170927));('kemeny', 'myopic-kt', 'special-voter-25-percent', 7, np.float64(4.578888888888889));('kemeny', 'myopic-kt', 'special-voter-25-percent', 7, 29.0);('kemeny', 'myopic-kt', 'special-voter-25-percent', 7, 16.781711111111115)
kemeny;myopic-sq-kt;equal;0;('kemeny', 'myopic-sq-kt', 'equal', 0, 0.8071777777777775);('kemeny', 'myopic-sq-kt', 'equal', 0, 0.49496745859374075);('kemeny', 'myopic-sq-kt', 'equal', 0, 6.059511111111112);('kemeny', 'myopic-sq-kt', 'equal', 0, 3.546866666666667);('kemeny', 'myopic-sq-kt', 'equal', 0, np.float64(0.38682522755168197));('kemeny', 'myopic-sq-kt', 'equal', 0, np.float64(4.543333333333333));('kemeny', 'myopic-sq-kt', 'equal', 0, 5.0);('kemeny', 'myopic-sq-kt', 'equal', 0, 17.180733333333333)
kemeny;myopic-sq-kt;equal;3;('kemeny', 'myopic-sq-kt', 'equal', 3, 0.9430666666666667);('kemeny', 'myopic-sq-kt', 'equal', 3, 0.10577841347452249);('kemeny', 'myopic-sq-kt', 'equal', 3, 6.059511111111112);('kemeny', 'myopic-sq-kt', 'equal', 3, 3.546866666666667);('kemeny', 'myopic-sq-kt', 'equal', 3, np.float64(0.38682522755168197));('kemeny', 'myopic-sq-kt', 'equal', 3, np.float64(4.543333333333333));('kemeny', 'myopic-sq-kt', 'equal', 3, 19.0);('kemeny', 'myopic-sq-kt', 'equal', 3, 17.180733333333333)
kemeny;myopic-sq-kt;equal;7;('kemeny', 'myopic-sq-kt', 'equal', 7, 0.9878888888888888);('kemeny', 'myopic-sq-kt', 'equal', 7, 0.02200286771559018);('kemeny', 'myopic-sq-kt', 'equal', 7, 6.059511111111112);('kemeny', 'myopic-sq-kt', 'equal', 7, 3.546866666666667);('kemeny', 'myopic-sq-kt', 'equal', 7, np.float64(0.38682522755168197));('kemeny', 'myopic-sq-kt', 'equal', 7, np.float64(4.543333333333333));('kemeny', 'myopic-sq-kt', 'equal', 7, 29.0);('kemeny', 'myopic-sq-kt', 'equal', 7, 17.180733333333333)
kemeny;myopic-sq-kt;special-voter-25-percent;0;('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, 0.793);('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, 0.49322020855801835);('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, 6.079066666666666);('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, 3.5600666666666667);('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, np.float64(0.38551469415557243));('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, np.float64(4.563333333333333));('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, 6.0);('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, 17.332999999999995)
kemeny;myopic-sq-kt;special-voter-25-percent;3;('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, 0.9390444444444447);('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, 0.10508472600974879);('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, 6.079066666666666);('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, 3.5600666666666667);('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, np.float64(0.38551469415557243));('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, np.float64(4.563333333333333));('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, 19.0);('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, 17.332999999999995)
kemeny;myopic-sq-kt;special-voter-25-percent;7;('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, 0.9820666666666668);('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, 0.022522531583067485);('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, 6.079066666666666);('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, 3.5600666666666667);('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, np.float64(0.38551469415557243));('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, np.float64(4.563333333333333));('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, 29.0);('kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, 17.332999999999995)
kemeny;kt;equal;0;('kemeny', 'kt', 'equal', 0, 0.7769333333333336);('kemeny', 'kt', 'equal', 0, 0.5055901332056201);('kemeny', 'kt', 'equal', 0, 5.9690666666666665);('kemeny', 'kt', 'equal', 0, 3.468733333333333);('kemeny', 'kt', 'equal', 0, np.float64(0.3909631626482434));('kemeny', 'kt', 'equal', 0, np.float64(4.533333333333332));('kemeny', 'kt', 'equal', 0, 3.0);('kemeny', 'kt', 'equal', 0, 16.246777777777776)
kemeny;kt;equal;3;('kemeny', 'kt', 'equal', 3, 0.9802222222222223);('kemeny', 'kt', 'equal', 3, 0.10205243912891651);('kemeny', 'kt', 'equal', 3, 5.9690666666666665);('kemeny', 'kt', 'equal', 3, 3.468733333333333);('kemeny', 'kt', 'equal', 3, np.float64(0.3909631626482434));('kemeny', 'kt', 'equal', 3, np.float64(4.533333333333332));('kemeny', 'kt', 'equal', 3, 19.0);('kemeny', 'kt', 'equal', 3, 16.246777777777776)
