SPF;Update Function;Initialization;Threshold;Avg Lower Quota;Avg Gini;Avg Footrule;Avg KT;Std KT;Egalitarian KT;Total Number of Satisfaction Special Voter;Avg SQ KT
kemeny;kt-special-voter;special-voter-25-percent;3;('kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, 0.8611111111111109);('kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, 0.14925370594046586);('kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, 6.763866666666667);('kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, 4.240688888888889);('kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, np.float64(0.7649728491368172));('kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, np.float64(5.42111111111111));('kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, 30.0);('kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, 25.558600000000006)
kemeny;kt-special-voter;special-voter-25-percent;7;('kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, 0.7768666666666669);('kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, 0.04877808305861665);('kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, 6.763866666666667);('kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, 4.240688888888889);('kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, np.float64(0.7649728491368172));('kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, np.float64(5.42111111111111));('kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, 30.0);('kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, 25.558600000000006)
sq-kemeny;constant;equal;0;('sq-kemeny', 'constant', 'equal', 0, 0.4122000000000001);('sq-kemeny', 'constant', 'equal', 0, 0.7672509717443055);('sq-kemeny', 'constant', 'equal', 0, 6.210266666666666);('sq-kemeny', 'constant', 'equal', 0, 3.572200000000001);('sq-kemeny', 'constant', 'equal', 0, np.float64(0.2754129559390893));('sq-kemeny', 'constant', 'equal', 0, np.float64(4.346666666666666));('sq-kemeny', 'constant', 'equal', 0, 0.0);('sq-kemeny', 'constant', 'equal', 0, 14.824022222222222)
sq-kemeny;constant;equal;3;('sq-kemeny', 'constant', 'equal', 3, 0.9072);('sq-kemeny', 'constant', 'equal', 3, 0.13576573595088587);('sq-kemeny', 'constant', 'equal', 3, 6.210266666666666);('sq-kemeny', 'constant', 'equal', 3, 3.572200000000001);('sq-kemeny', 'constant', 'equal', 3, np.float64(0.2754129559390893));('sq-kemeny', 'constant', 'equal', 3, np.float64(4.346666666666666));('sq-kemeny', 'constant', 'equal', 3, 15.0);('sq-kemeny', 'constant', 'equal', 3, 14.824022222222222)
sq-kemeny;constant;equal;7;('sq-kemeny', 'constant', 'equal', 7, 1.0);('sq-kemeny', 'constant', 'equal', 7, 0.002437424615236171);('sq-kemeny', 'constant', 'equal', 7, 6.210266666666666);('sq-kemeny', 'constant', 'equal', 7, 3.572200000000001);('sq-kemeny', 'constant', 'equal', 7, np.float64(0.2754129559390893));('sq-kemeny', 'constant', 'equal', 7, np.float64(4.346666666666666));('sq-kemeny', 'constant', 'equal', 7, 30.0);('sq-kemeny', 'constant', 'equal', 7, 14.824022222222222)
sq-kemeny;constant;special-voter-25-percent;0;('sq-kemeny', 'constant', 'special-voter-25-percent', 0, 0.41197777777777783);('sq-kemeny', 'constant', 'special-voter-25-percent', 0, 0.7591837219159455);('sq-kemeny', 'constant', 'special-voter-25-percent', 0, 6.297155555555556);('sq-kemeny', 'constant', 'special-voter-25-percent', 0, 3.645044444444444);('sq-kemeny', 'constant', 'special-voter-25-percent', 0, np.float64(0.3510834096616602));('sq-kemeny', 'constant', 'special-voter-25-percent', 0, np.float64(4.471111111111111));('sq-kemeny', 'constant', 'special-voter-25-percent', 0, 0.0);('sq-kemeny', 'constant', 'special-voter-25-percent', 0, 15.806155555555554)
sq-kemeny;constant;special-voter-25-percent;3;('sq-kemeny', 'constant', 'special-voter-25-percent', 3, 0.9052444444444446);('sq-kemeny', 'constant', 'special-voter-25-percent', 3, 0.1404431007872395);('sq-kemeny', 'constant', 'special-voter-25-percent', 3, 6.297155555555556);('sq-kemeny', 'constant', 'special-voter-25-percent', 3, 3.645044444444444);('sq-kemeny', 'constant', 'special-voter-25-percent', 3, np.float64(0.3510834096616602));('sq-kemeny', 'constant', 'special-voter-25-percent', 3, np.float64(4.471111111111111));('sq-kemeny', 'constant', 'special-voter-25-percent', 3, 24.0);('sq-kemeny', 'constant', 'special-voter-25-percent', 3, 15.806155555555554)
sq-kemeny;constant;special-voter-25-percent;7;('sq-kemeny', 'constant', 'special-voter-25-percent', 7, 0.9999555555555555);('sq-kemeny', 'constant', 'special-voter-25-percent', 7, 0.005294412874108854);('sq-kemeny', 'constant', 'special-voter-25-percent', 7, 6.297155555555556);('sq-kemeny', 'constant', 'special-voter-25-percent', 7, 3.645044444444444);('sq-kemeny', 'constant', 'special-voter-25-percent', 7, np.float64(0.3510834096616602));('sq-kemeny', 'constant', 'special-voter-25-percent', 7, np.float64(4.471111111111111));('sq-kemeny', 'constant', 'special-voter-25-percent', 7, 30.0);('sq-kemeny', 'constant', 'special-voter-25-percent', 7, 15.806155555555554)
sq-kemeny;myopic-kt;equal;0;('sq-kemeny', 'myopic-kt', 'equal', 0, 0.4432666666666666);('sq-kemeny', 'myopic-kt', 'equal', 0, 0.7611508096224768);('sq-kemeny', 'myopic-kt', 'equal', 0, 6.218577777777776);('sq-kemeny', 'myopic-kt', 'equal', 0, 3.577533333333334);('sq-kemeny', 'myopic-kt', 'equal', 0, np.float64(0.2718069779512106));('sq-kemeny', 'myopic-kt', 'equal', 0, np.float64(4.311111111111111));('sq-kemeny', 'myopic-kt', 'equal', 0, 0.0);('sq-kemeny', 'myopic-kt', 'equal', 0, 14.896866666666666)
sq-kemeny;myopic-kt;equal;3;('sq-kemeny', 'myopic-kt', 'equal', 3, 0.8808888888888887);('sq-kemeny', 'myopic-kt', 'equal', 3, 0.13025636471375768);('sq-kemeny', 'myopic-kt', 'equal', 3, 6.218577777777776);('sq-kemeny', 'myopic-kt', 'equal', 3, 3.577533333333334);('sq-kemeny', 'myopic-kt', 'equal', 3, np.float64(0.2718069779512106));('sq-kemeny', 'myopic-kt', 'equal', 3, np.float64(4.311111111111111));('sq-kemeny', 'myopic-kt', 'equal', 3, 16.0);('sq-kemeny', 'myopic-kt', 'equal', 3, 14.896866666666666)
sq-kemeny;myopic-kt;equal;7;('sq-kemeny', 'myopic-kt', 'equal', 7, 1.0);('sq-kemeny', 'myopic-kt', 'equal', 7, 0.0027043277250724087);('sq-kemeny', 'myopic-kt', 'equal', 7, 6.218577777777776);('sq-kemeny', 'myopic-kt', 'equal', 7, 3.577533333333334);('sq-kemeny', 'myopic-kt', 'equal', 7, np.float64(0.2718069779512106));('sq-kemeny', 'myopic-kt', 'equal', 7, np.float64(4.311111111111111));('sq-kemeny', 'myopic-kt', 'equal', 7, 30.0);('sq-kemeny', 'myopic-kt', 'equal', 7, 14.896866666666666)
sq-kemeny;myopic-kt;special-voter-25-percent;0;('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 0, 0.4432666666666666);('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 0, 0.7623306801531807);('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 0, 6.220933333333335);('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 0, 3.5794);('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 0, np.float64(0.27203089881563586));('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 0, np.float64(4.307777777777777));('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 0, 0.0);('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 0, 14.918422222222224)
sq-kemeny;myopic-kt;special-voter-25-percent;3;('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 3, 0.8743333333333335);('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 3, 0.1310685670590167);('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 3, 6.220933333333335);('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 3, 3.5794);('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 3, np.float64(0.27203089881563586));('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 3, np.float64(4.307777777777777));('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 3, 16.0);('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 3, 14.918422222222224)
sq-kemeny;myopic-kt;special-voter-25-percent;7;('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 7, 1.0);('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 7, 0.0027290820712553275);('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 7, 6.220933333333335);('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 7, 3.5794);('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 7, np.float64(0.27203089881563586));('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 7, np.float64(4.307777777777777));('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 7, 30.0);('sq-kemeny', 'myopic-kt', 'special-voter-25-percent', 7, 14.918422222222224)
sq-kemeny;myopic-sq-kt;equal;0;('sq-kemeny', 'myopic-sq-kt', 'equal', 0, 0.44566666666666677);('sq-kemeny', 'myopic-sq-kt', 'equal', 0, 0.759463127304795);('sq-kemeny', 'myopic-sq-kt', 'equal', 0, 6.228977777777777);('sq-kemeny', 'myopic-sq-kt', 'equal', 0, 3.5872666666666664);('sq-kemeny', 'myopic-sq-kt', 'equal', 0, np.float64(0.27044438881544736));('sq-kemeny', 'myopic-sq-kt', 'equal', 0, np.float64(4.311111111111112));('sq-kemeny', 'myopic-sq-kt', 'equal', 0, 1.0);('sq-kemeny', 'myopic-sq-kt', 'equal', 0, 15.058511111111107)
sq-kemeny;myopic-sq-kt;equal;3;('sq-kemeny', 'myopic-sq-kt', 'equal', 3, 0.8752666666666666);('sq-kemeny', 'myopic-sq-kt', 'equal', 3, 0.12550885045894514);('sq-kemeny', 'myopic-sq-kt', 'equal', 3, 6.228977777777777);('sq-kemeny', 'myopic-sq-kt', 'equal', 3, 3.5872666666666664);('sq-kemeny', 'myopic-sq-kt', 'equal', 3, np.float64(0.27044438881544736));('sq-kemeny', 'myopic-sq-kt', 'equal', 3, np.float64(4.311111111111112));('sq-kemeny', 'myopic-sq-kt', 'equal', 3, 16.0);('sq-kemeny', 'myopic-sq-kt', 'equal', 3, 15.058511111111107)
sq-kemeny;myopic-sq-kt;equal;7;('sq-kemeny', 'myopic-sq-kt', 'equal', 7, 1.0);('sq-kemeny', 'myopic-sq-kt', 'equal', 7, 0.003180712691172582);('sq-kemeny', 'myopic-sq-kt', 'equal', 7, 6.228977777777777);('sq-kemeny', 'myopic-sq-kt', 'equal', 7, 3.5872666666666664);('sq-kemeny', 'myopic-sq-kt', 'equal', 7, np.float64(0.27044438881544736));('sq-kemeny', 'myopic-sq-kt', 'equal', 7, np.float64(4.311111111111112));('sq-kemeny', 'myopic-sq-kt', 'equal', 7, 30.0);('sq-kemeny', 'myopic-sq-kt', 'equal', 7, 15.058511111111107)
sq-kemeny;myopic-sq-kt;special-voter-25-percent;0;('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, 0.44566666666666677);('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, 0.762878813100481);('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, 6.231466666666665);('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, 3.5892222222222236);('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, np.float64(0.27106389258520225));('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, np.float64(4.305555555555556));('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, 1.0);('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 0, 15.080866666666667)
sq-kemeny;myopic-sq-kt;special-voter-25-percent;3;('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, 0.8708444444444442);('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, 0.1260299943233411);('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, 6.231466666666665);('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, 3.5892222222222236);('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, np.float64(0.27106389258520225));('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, np.float64(4.305555555555556));('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, 16.0);('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 3, 15.080866666666667)
sq-kemeny;myopic-sq-kt;special-voter-25-percent;7;('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, 1.0);('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, 0.0032020278839163478);('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, 6.231466666666665);('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, 3.5892222222222236);('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, np.float64(0.27106389258520225));('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, np.float64(4.305555555555556));('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, 30.0);('sq-kemeny', 'myopic-sq-kt', 'special-voter-25-percent', 7, 15.080866666666667)
sq-kemeny;kt;equal;0;('sq-kemeny', 'kt', 'equal', 0, 0.4543555555555555);('sq-kemeny', 'kt', 'equal', 0, 0.7666404013270682);('sq-kemeny', 'kt', 'equal', 0, 6.213511111111112);('sq-kemeny', 'kt', 'equal', 0, 3.5753555555555563);('sq-kemeny', 'kt', 'equal', 0, np.float64(0.2652569537159948));('sq-kemeny', 'kt', 'equal', 0, np.float64(4.302222222222223));('sq-kemeny', 'kt', 'equal', 0, 0.0);('sq-kemeny', 'kt', 'equal', 0, 14.832199999999995)
sq-kemeny;kt;equal;3;('sq-kemeny', 'kt', 'equal', 3, 0.9296444444444444);('sq-kemeny', 'kt', 'equal', 3, 0.13428435729683338);('sq-kemeny', 'kt', 'equal', 3, 6.213511111111112);('sq-kemeny', 'kt', 'equal', 3, 3.5753555555555563);('sq-kemeny', 'kt', 'equal', 3, np.float64(0.2652569537159948));('sq-kemeny', 'kt', 'equal', 3, np.float64(4.302222222222223));('sq-kemeny', 'kt', 'equal', 3, 15.0);('sq-kemeny', 'kt', 'equal', 3, 14.832199999999995)
sq-kemeny;kt;equal;7;('sq-kemeny', 'kt', 'equal', 7, 1.0);('sq-kemeny', 'kt', 'equal', 7, 0.0024650077998102362);('sq-kemeny', 'kt', 'equal', 7, 6.213511111111112);('sq-kemeny', 'kt', 'equal', 7, 3.5753555555555563);('sq-kemeny', 'kt', 'equal', 7, np.float64(0.2652569537159948));('sq-kemeny', 'kt', 'equal', 7, np.float64(4.302222222222223));('sq-kemeny', 'kt', 'equal', 7, 30.0);('sq-kemeny', 'kt', 'equal', 7, 14.832199999999995)
sq-kemeny;kt;special-voter-25-percent;0;('sq-kemeny', 'kt', 'special-voter-25-percent', 0, 0.4543555555555555);('sq-kemeny', 'kt', 'special-voter-25-percent', 0, 0.7719861674128344);('sq-kemeny', 'kt', 'special-voter-25-percent', 0, 6.216311111111111);('sq-kemeny', 'kt', 'special-voter-25-percent', 0, 3.5782888888888893);('sq-kemeny', 'kt', 'special-voter-25-percent', 0, np.float64(0.26585267175042687));('sq-kemeny', 'kt', 'special-voter-25-percent', 0, np.float64(4.310000000000001));('sq-kemeny', 'kt', 'special-voter-25-percent', 0, 0.0);('sq-kemeny', 'kt', 'special-voter-25-percent', 0, 14.85957777777778)
sq-kemeny;kt;special-voter-25-percent;3;('sq-kemeny', 'kt', 'special-voter-25-percent', 3, 0.9248000000000002);('sq-kemeny', 'kt', 'special-voter-25-percent', 3, 0.1334508324961724);('sq-kemeny', 'kt', 'special-voter-25-percent', 3, 6.216311111111111);('sq-kemeny', 'kt', 'special-voter-25-percent', 3, 3.5782888888888893);('sq-kemeny', 'kt', 'special-voter-25-percent', 3, np.float64(0.26585267175042687));('sq-kemeny', 'kt', 'special-voter-25-percent', 3, np.float64(4.310000000000001));('sq-kemeny', 'kt', 'special-voter-25-percent', 3, 15.0);('sq-kemeny', 'kt', 'special-voter-25-percent', 3, 14.85957777777778)
sq-kemeny;kt;special-voter-25-percent;7;('sq-kemeny', 'kt', 'special-voter-25-percent', 7, 1.0);('sq-kemeny', 'kt', 'special-voter-25-percent', 7, 0.002314826072272887);('sq-kemeny', 'kt', 'special-voter-25-percent', 7, 6.216311111111111);('sq-kemeny', 'kt', 'special-voter-25-percent', 7, 3.5782888888888893);('sq-kemeny', 'kt', 'special-voter-25-percent', 7, np.float64(0.26585267175042687));('sq-kemeny', 'kt', 'special-voter-25-percent', 7, np.float64(4.310000000000001));('sq-kemeny', 'kt', 'special-voter-25-percent', 7, 30.0);('sq-kemeny', 'kt', 'special-voter-25-percent', 7, 14.85957777777778)
sq-kemeny;sq-kt;equal;0;('sq-kemeny', 'sq-kt', 'equal', 0, 0.4543555555555555);('sq-kemeny', 'sq-kt', 'equal', 0, 0.7706436969203635);('sq-kemeny', 'sq-kt', 'equal', 0, 6.216088888888889);('sq-kemeny', 'sq-kt', 'equal', 0, 3.5789111111111116);('sq-kemeny', 'sq-kt', 'equal', 0, np.float64(0.25752853953673005));('sq-kemeny', 'sq-kt', 'equal', 0, np.float64(4.278888888888888));('sq-kemeny', 'sq-kt', 'equal', 0, 0.0);('sq-kemeny', 'sq-kt', 'equal', 0, 14.856200000000001)
sq-kemeny;sq-kt;equal;3;('sq-kemeny', 'sq-kt', 'equal', 3, 0.9296444444444444);('sq-kemeny', 'sq-kt', 'equal', 3, 0.12915058258929724);('sq-kemeny', 'sq-kt', 'equal', 3, 6.216088888888889);('sq-kemeny', 'sq-kt', 'equal', 3, 3.5789111111111116);('sq-kemeny', 'sq-kt', 'equal', 3, np.float64(0.25752853953673005));('sq-kemeny', 'sq-kt', 'equal', 3, np.float64(4.278888888888888));('sq-kemeny', 'sq-kt', 'equal', 3, 15.0);('sq-kemeny', 'sq-kt', 'equal', 3, 14.856200000000001)
sq-kemeny;sq-kt;equal;7;('sq-kemeny', 'sq-kt', 'equal', 7, 1.0);('sq-kemeny', 'sq-kt', 'equal', 7, 0.002333488525433819);('sq-kemeny', 'sq-kt', 'equal', 7, 6.216088888888889);('sq-kemeny', 'sq-kt', 'equal', 7, 3.5789111111111116);('sq-kemeny', 'sq-kt', 'equal', 7, np.float64(0.25752853953673005));('sq-kemeny', 'sq-kt', 'equal', 7, np.float64(4.278888888888888));('sq-kemeny', 'sq-kt', 'equal', 7, 30.0);('sq-kemeny', 'sq-kt', 'equal', 7, 14.856200000000001)
sq-kemeny;sq-kt;special-voter-25-percent;0;('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 0, 0.4543555555555555);('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 0, 0.7742774687863581);('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 0, 6.222266666666666);('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 0, 3.580555555555556);('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 0, np.float64(0.26053579749334504));('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 0, np.float64(4.28));('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 0, 0.0);('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 0, 14.879399999999997)
sq-kemeny;sq-kt;special-voter-25-percent;3;('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 3, 0.9248000000000002);('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 3, 0.13249685100967806);('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 3, 6.222266666666666);('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 3, 3.580555555555556);('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 3, np.float64(0.26053579749334504));('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 3, np.float64(4.28));('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 3, 15.0);('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 3, 14.879399999999997)
sq-kemeny;sq-kt;special-voter-25-percent;7;('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 7, 1.0);('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 7, 0.0024442948810730006);('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 7, 6.222266666666666);('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 7, 3.580555555555556);('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 7, np.float64(0.26053579749334504));('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 7, np.float64(4.28));('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 7, 30.0);('sq-kemeny', 'sq-kt', 'special-voter-25-percent', 7, 14.879399999999997)
sq-kemeny;unit-cost;equal;0;('sq-kemeny', 'unit-cost', 'equal', 0, 0.4122000000000001);('sq-kemeny', 'unit-cost', 'equal', 0, 0.7689282518715855);('sq-kemeny', 'unit-cost', 'equal', 0, 6.211111111111111);('sq-kemeny', 'unit-cost', 'equal', 0, 3.572955555555556);('sq-kemeny', 'unit-cost', 'equal', 0, np.float64(0.27576031775864485));('sq-kemeny', 'unit-cost', 'equal', 0, np.float64(4.34));('sq-kemeny', 'unit-cost', 'equal', 0, 0.0);('sq-kemeny', 'unit-cost', 'equal', 0, 14.824288888888889)
sq-kemeny;unit-cost;equal;3;('sq-kemeny', 'unit-cost', 'equal', 3, 0.9230666666666666);('sq-kemeny', 'unit-cost', 'equal', 3, 0.13057922500296873);('sq-kemeny', 'unit-cost', 'equal', 3, 6.215644444444444);('sq-kemeny', 'unit-cost', 'equal', 3, 3.5778444444444446);('sq-kemeny', 'unit-cost', 'equal', 3, np.float64(0.2598746573872455));('sq-kemeny', 'unit-cost', 'equal', 3, np.float64(4.293333333333333));('sq-kemeny', 'unit-cost', 'equal', 3, 15.0);('sq-kemeny', 'unit-cost', 'equal', 3, 14.85073333333333)
sq-kemeny;unit-cost;equal;7;('sq-kemeny', 'unit-cost', 'equal', 7, 1.0);('sq-kemeny', 'unit-cost', 'equal', 7, 0.002391243305832977);('sq-kemeny', 'unit-cost', 'equal', 7, 6.2157333333333336);('sq-kemeny', 'unit-cost', 'equal', 7, 3.5744222222222226);('sq-kemeny', 'unit-cost', 'equal', 7, np.float64(0.2719504321696989));('sq-kemeny', 'unit-cost', 'equal', 7, np.float64(4.324444444444444));('sq-kemeny', 'unit-cost', 'equal', 7, 30.0);('sq-kemeny', 'unit-cost', 'equal', 7, 14.839444444444442)
sq-kemeny;unit-cost;special-voter-25-percent;0;('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 0, 0.4460222222222222);('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 0, 0.7637056543662105);('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 0, 6.216799999999998);('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 0, 3.577622222222223);('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 0, np.float64(0.2779192485538115));('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 0, np.float64(4.34));('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 0, 0.0);('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 0, 14.877222222222223)
sq-kemeny;unit-cost;special-voter-25-percent;3;('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 3, 0.9019999999999998);('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 3, 0.13202504562481338);('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 3, 6.220577777777777);('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 3, 3.5820222222222218);('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 3, np.float64(0.2672645185091743));('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 3, np.float64(4.294444444444445));('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 3, 17.0);('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 3, 14.912911111111113)
sq-kemeny;unit-cost;special-voter-25-percent;7;('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 7, 0.9999555555555555);('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 7, 0.004901525390229414);('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 7, 6.286311111111112);('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 7, 3.6354888888888897);('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 7, np.float64(0.33899186104002854));('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 7, np.float64(4.436666666666666));('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 7, 30.0);('sq-kemeny', 'unit-cost', 'special-voter-25-percent', 7, 15.695311111111113)
sq-kemeny;kt-reset;equal;0;('sq-kemeny', 'kt-reset', 'equal', 0, 0.4411555555555556);('sq-kemeny', 'kt-reset', 'equal', 0, 0.7626736152736158);('sq-kemeny', 'kt-reset', 'equal', 0, 6.215199999999999);('sq-kemeny', 'kt-reset', 'equal', 0, 3.5749111111111107);('sq-kemeny', 'kt-reset', 'equal', 0, np.float64(0.26435511680558016));('sq-kemeny', 'kt-reset', 'equal', 0, np.float64(4.308888888888889));('sq-kemeny', 'kt-reset', 'equal', 0, 0.0);('sq-kemeny', 'kt-reset', 'equal', 0, 14.865577777777784)
sq-kemeny;kt-reset;equal;3;('sq-kemeny', 'kt-reset', 'equal', 3, 0.9200222222222223);('sq-kemeny', 'kt-reset', 'equal', 3, 0.12262431799176247);('sq-kemeny', 'kt-reset', 'equal', 3, 6.247244444444443);('sq-kemeny', 'kt-reset', 'equal', 3, 3.6091777777777767);('sq-kemeny', 'kt-reset', 'equal', 3, np.float64(0.264260601292909));('sq-kemeny', 'kt-reset', 'equal', 3, np.float64(4.2666666666666675));('sq-kemeny', 'kt-reset', 'equal', 3, 16.0);('sq-kemeny', 'kt-reset', 'equal', 3, 15.334955555555558)
sq-kemeny;kt-reset;equal;7;('sq-kemeny', 'kt-reset', 'equal', 7, 1.0);('sq-kemeny', 'kt-reset', 'equal', 7, 0.0025049524774448857);('sq-kemeny', 'kt-reset', 'equal', 7, 6.2163111111111125);('sq-kemeny', 'kt-reset', 'equal', 7, 3.5754888888888896);('sq-kemeny', 'kt-reset', 'equal', 7, np.float64(0.2753042082667278));('sq-kemeny', 'kt-reset', 'equal', 7, np.float64(4.343333333333333));('sq-kemeny', 'kt-reset', 'equal', 7, 30.0);('sq-kemeny', 'kt-reset', 'equal', 7, 14.856288888888889)
sq-kemeny;kt-reset;special-voter-25-percent;0;('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 0, 0.4411555555555556);('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 0, 0.7695562866146204);('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 0, 6.222444444444445);('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 0, 3.5789111111111103);('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 0, np.float64(0.26506317059336737));('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 0, np.float64(4.3133333333333335));('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 0, 0.0);('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 0, 14.894955555555557)
